"Order";"MS.Zoning";"Lot.Area";"Alley";"Neighborhood";"Overall.Qual";"Year.Built";"Year.Remod.Add";"X1st.Flr.SF";"X2nd.Flr.SF";"Gr.Liv.Area";"Total.Bsmt.SF";"Bsmt.Full.Bath";"Bsmt.Half.Bath";"Full.Bath";"Half.Bath";"TotRms.AbvGrd";"Garage.Cars";"Garage.Area";"Yr.Sold";"Sale.Condition";"SalePrice"
1762;"RL";12191;NA;"NoRidge";8;1997;1998;1779;772;2551;1779;1;0;2;1;8;3;925;2007;"Normal";384500
1763;"RL";11000;NA;"NoRidge";8;2000;2000;997;1288;2285;969;0;0;2;1;8;3;648;2007;"Normal";248000
1764;"RL";11400;NA;"NoRidge";10;2001;2002;2633;0;2633;2633;1;0;2;1;8;3;804;2007;"Normal";466500
1765;"RL";10557;NA;"NoRidge";9;1998;1998;1671;1407;3078;1408;1;0;2;1;9;3;806;2007;"Normal";410000
1766;"RL";11002;NA;"NoRidge";8;1998;1999;1411;1171;2582;1389;1;0;2;1;9;3;758;2007;"Normal";322500
1767;"RL";10790;NA;"NoRidge";7;1998;1998;1108;1277;2385;1066;0;0;2;1;8;3;600;2007;"Normal";252000
1768;"RL";21535;NA;"NoRidge";10;1994;1995;2444;1872;4316;2444;0;1;3;1;10;3;832;2007;"Normal";755000
1769;"RL";9920;NA;"NoRidge";7;1996;1997;1127;886;2013;1117;1;0;2;1;8;2;455;2007;"Normal";269790
1770;"RL";11787;NA;"NoRidge";7;1996;1997;1383;1015;2398;1379;1;0;2;1;8;3;834;2007;"Normal";315750
1771;"RL";9950;NA;"NoRidge";7;1995;1995;1214;1306;2520;1203;0;0;2;1;9;3;721;2007;"Abnorml";290000
1772;"RL";12257;NA;"NoRidge";8;1995;1995;1328;1203;2531;1318;0;0;2;1;9;3;752;2007;"Normal";290000
1773;"RL";12692;NA;"NoRidge";8;1992;1993;3228;0;3228;3200;1;0;3;0;10;2;546;2007;"Normal";430000
1774;"RL";11762;NA;"NoRidge";8;1992;1993;1105;1097;2202;1105;1;0;2;1;9;2;517;2007;"Normal";263000
1775;"RL";9044;NA;"NoRidge";8;1996;1997;1335;1203;2538;1325;0;0;2;1;8;3;933;2007;"Normal";330000
1776;"RL";9910;NA;"Somerst";7;2007;2007;1369;0;1369;1369;0;0;2;0;5;2;605;2007;"Partial";213133
1777;"RL";11830;NA;"Somerst";8;2007;2007;1542;0;1542;1542;1;0;2;0;6;3;852;2007;"Partial";260261
1778;"RL";11670;NA;"Somerst";9;2006;2006;1905;0;1905;1905;0;0;2;0;8;3;788;2007;"Normal";320000
1779;"RL";15256;NA;"Somerst";8;2007;2007;1464;0;1464;1485;1;0;2;0;6;3;754;2007;"Normal";282922
1780;"RL";10612;NA;"Somerst";8;2006;2006;1534;0;1534;1524;0;0;2;0;7;2;484;2007;"Family";215000
1781;"RL";12291;NA;"Somerst";10;2007;2007;1966;0;1966;1966;1;0;2;0;6;3;1092;2007;"Partial";419005
1782;"RL";13501;NA;"Somerst";8;2006;2006;1636;0;1636;1623;1;0;2;0;8;3;865;2007;"Normal";255000
1783;"RL";9986;NA;"Somerst";8;2006;2007;1795;0;1795;1795;0;0;2;0;7;3;895;2007;"Partial";147000
1784;"RL";9965;NA;"Somerst";7;2007;2007;1528;0;1528;1528;0;0;3;2;6;2;480;2007;"Partial";235876
1785;"RL";9416;NA;"Somerst";7;2007;2007;1726;0;1726;1726;1;0;2;0;8;3;786;2007;"Partial";311872
1786;"RL";9849;NA;"Somerst";7;2007;2007;1689;0;1689;1689;0;0;2;0;7;3;954;2007;"Partial";248328
1787;"RL";10000;NA;"Somerst";8;2006;2006;1588;0;1588;1588;0;0;2;0;7;3;825;2007;"Normal";227000
1788;"RL";8847;NA;"Somerst";8;2005;2005;1538;0;1538;1538;1;0;2;0;7;2;484;2007;"Normal";260000
1789;"RL";9158;NA;"Somerst";8;2007;2007;1496;0;1496;1496;0;0;2;0;7;2;474;2007;"Partial";225000
1790;"RL";8251;NA;"Somerst";7;2005;2006;1506;0;1506;1494;1;0;2;0;7;2;672;2007;"Normal";249000
1791;"RL";10084;NA;"Somerst";8;2004;2005;1694;0;1694;1686;1;0;2;0;7;2;636;2007;"Normal";307000
1792;"RL";9605;NA;"Somerst";7;2006;2006;982;995;1977;982;0;0;2;1;7;3;574;2007;"Family";250000
1793;"RL";8778;NA;"Somerst";8;2006;2006;1302;528;1830;1302;0;0;2;1;7;3;859;2007;"Normal";221300
1794;"FV";8640;NA;"Somerst";8;2007;2007;1338;0;1338;1338;0;0;2;0;6;2;598;2007;"Partial";208900
1795;"FV";9000;NA;"Somerst";7;2006;2007;1335;0;1335;1335;0;0;2;0;6;2;575;2007;"Partial";210400
1796;"FV";8640;NA;"Somerst";8;2007;2007;896;896;1792;896;0;0;2;1;8;2;590;2007;"Partial";255000
1797;"FV";10411;NA;"Somerst";5;2007;2007;725;863;1588;725;0;0;3;0;8;2;561;2007;"Partial";212109
1798;"FV";9000;NA;"Somerst";8;2006;2006;1088;871;1959;1088;0;0;2;1;8;3;1025;2007;"Normal";270000
1799;"FV";9000;NA;"Somerst";8;2007;2007;1184;1426;2610;1184;0;0;2;1;11;2;550;2007;"Partial";303477
1800;"FV";12217;NA;"Somerst";8;2007;2007;955;925;1880;955;1;0;2;1;8;3;880;2007;"Partial";310013
1801;"FV";11096;NA;"Somerst";8;2006;2006;1656;0;1656;1656;0;0;2;0;7;3;826;2007;"Normal";249700
1802;"FV";10207;NA;"Somerst";7;2007;2007;874;887;1761;874;0;0;3;0;7;2;578;2007;"Partial";227875
1803;"FV";10440;NA;"Somerst";8;2007;2007;1584;0;1584;1574;0;0;2;0;6;2;594;2007;"Partial";261329
1804;"FV";11824;NA;"Somerst";8;2006;2006;1685;0;1685;1685;0;0;2;0;5;3;658;2007;"Normal";253000
1805;"FV";10625;NA;"Somerst";6;2004;2004;1158;1285;2443;1158;0;0;2;1;9;3;744;2007;"Normal";265000
1806;"FV";11143;NA;"Somerst";8;2004;2005;1580;886;2466;1580;0;0;3;0;8;2;610;2007;"Normal";340000
1807;"RL";7500;NA;"SawyerW";6;2006;2007;1100;0;1100;1100;0;0;1;1;6;0;0;2007;"Partial";146000
1808;"RL";7500;NA;"SawyerW";7;2006;2006;1143;0;1143;1143;0;0;1;1;5;0;0;2007;"Normal";147000
1809;"RL";12450;NA;"SawyerW";5;2003;2004;1094;0;1094;1094;1;0;1;0;6;2;576;2007;"Normal";149000
1810;"RL";7441;NA;"SawyerW";7;2006;2006;1486;0;1486;1461;0;0;2;0;7;2;566;2007;"Normal";181000
1811;"RL";8462;NA;"SawyerW";6;1994;1994;936;785;1721;928;0;1;2;1;7;2;471;2007;"Normal";201000
1812;"RL";11613;NA;"SawyerW";6;1993;1997;920;900;1820;864;0;0;2;1;7;2;492;2007;"Normal";191750
1813;"RL";8450;NA;"SawyerW";7;2000;2001;1349;0;1349;1349;0;0;2;0;6;2;539;2007;"Normal";179000
1814;"RL";16196;NA;"SawyerW";7;1998;1998;1494;0;1494;1482;1;0;2;0;5;2;514;2007;"Normal";215000
1815;"RL";8012;NA;"SawyerW";6;1992;1992;1575;0;1575;1575;1;0;2;0;5;2;529;2007;"Normal";179200
1816;"RL";8012;NA;"SawyerW";6;1980;1980;630;636;1266;630;0;0;1;1;5;1;283;2007;"Normal";128000
1817;"RL";9180;NA;"SawyerW";5;1983;1983;884;0;884;840;1;0;1;0;5;2;504;2007;"Normal";144000
1818;"RH";8400;NA;"SawyerW";5;1977;1977;2020;0;2020;0;0;0;2;0;10;2;630;2007;"Normal";144000
1819;"RL";6285;NA;"Sawyer";5;1977;1977;894;0;894;894;1;0;1;0;5;1;308;2007;"Normal";120750
1820;"RL";8480;NA;"Sawyer";5;1963;1963;970;0;970;970;1;0;1;0;5;2;624;2007;"Normal";132500
1821;"RL";7420;NA;"Sawyer";5;1962;1962;1057;0;1057;1057;0;0;1;0;6;2;576;2007;"Normal";132000
1822;"RL";7758;NA;"Sawyer";5;1962;2001;999;0;999;999;1;0;1;0;6;1;264;2007;"Normal";132500
1823;"RL";6970;NA;"Sawyer";4;1961;1961;1120;0;1120;1040;1;0;1;1;5;2;544;2007;"Normal";129000
1824;"RL";13673;NA;"Sawyer";5;1962;1962;1696;0;1696;1140;0;0;1;1;8;1;349;2007;"Normal";143900
1825;"RL";7476;NA;"Sawyer";5;1968;1968;1040;0;1040;1040;1;0;1;1;5;2;686;2007;"Normal";145000
1826;"RL";9945;NA;"Sawyer";5;1961;1961;988;0;988;988;1;0;1;0;5;2;572;2007;"Normal";128500
1827;"RL";6173;NA;"Sawyer";5;1967;1967;902;0;902;876;0;0;1;0;6;1;288;2007;"Normal";125500
1828;"RL";19522;NA;"Veenker";7;1990;1990;1271;1232;2503;1223;1;0;2;1;7;2;564;2007;"Normal";300000
1829;"RL";17542;NA;"Veenker";7;1974;2003;1516;651;2167;1192;1;0;2;1;9;2;518;2007;"Normal";294000
1830;"RL";10751;NA;"Sawyer";5;1974;1974;1037;0;1037;1037;1;0;1;0;5;2;431;2007;"Normal";129000
1831;"RL";16647;NA;"Sawyer";5;1975;1981;1701;0;1701;1390;1;0;2;0;6;2;611;2007;"Normal";171000
1832;"RL";12712;NA;"Sawyer";6;1973;2006;1055;0;1055;1044;1;0;1;0;5;2;542;2007;"Abnorml";147000
1833;"RL";9572;NA;"NoRidge";8;1990;1990;1453;1357;2810;1453;0;0;2;1;9;2;750;2007;"Normal";302000
1834;"RL";10678;NA;"NoRidge";8;1992;2000;2129;743;2872;1683;0;0;2;1;9;2;541;2007;"Normal";285000
1835;"FV";4379;NA;"Somerst";8;2004;2004;1378;0;1378;1378;1;0;2;0;6;2;540;2007;"Normal";214000
1836;"FV";3523;"Pave";"Somerst";8;2006;2007;1151;0;1151;1141;1;0;2;0;5;2;484;2007;"Partial";166000
1837;"FV";3784;"Pave";"Somerst";8;2006;2007;1565;0;1565;1511;1;0;2;0;5;2;476;2007;"Partial";193800
1838;"FV";4230;"Pave";"Somerst";7;2006;2007;1352;0;1352;1352;0;0;2;0;5;2;466;2007;"Partial";208900
1839;"FV";3606;"Pave";"Somerst";7;2006;2007;1352;0;1352;1352;1;0;2;0;5;2;466;2007;"Partial";194000
1840;"FV";5330;"Pave";"Somerst";8;2006;2007;1550;0;1550;1550;0;0;2;1;5;2;528;2007;"Partial";207500
1841;"FV";4274;"Pave";"Somerst";7;2006;2007;1241;0;1241;1241;1;0;1;1;4;2;569;2007;"Partial";199900
1842;"FV";4251;"Pave";"Somerst";7;2006;2007;625;625;1250;625;0;0;2;1;5;2;528;2007;"Partial";164700
1843;"FV";2280;"Pave";"Somerst";6;1999;1999;757;744;1501;744;1;0;2;1;6;2;440;2007;"Normal";176500
1844;"FV";3230;"Pave";"Somerst";6;1999;1999;729;729;1458;729;0;0;2;1;5;2;440;2007;"Normal";176000
1845;"FV";2117;NA;"Somerst";6;2000;2000;756;756;1512;756;0;0;2;1;4;2;440;2007;"Normal";168500
1846;"FV";2117;NA;"Somerst";6;2000;2000;769;804;1573;756;0;0;2;1;4;2;440;2007;"Normal";177000
1847;"FV";2117;NA;"Somerst";6;2000;2000;769;756;1525;756;0;0;2;1;5;2;440;2007;"Normal";177000
1848;"FV";5105;NA;"Somerst";7;2004;2004;551;551;1102;551;0;0;2;1;4;2;480;2007;"Normal";148800
1849;"FV";2645;"Pave";"Somerst";8;1999;2000;764;677;1441;776;0;0;2;1;5;2;492;2007;"Normal";174000
1850;"FV";7399;"Pave";"Somerst";7;1997;1998;975;975;1950;975;0;0;2;1;7;2;576;2007;"Normal";239000
1851;"FV";7321;"Pave";"Somerst";7;1999;2000;1358;0;1358;1339;0;0;2;0;5;2;625;2007;"Normal";204000
1852;"FV";8010;"Pave";"Somerst";8;2003;2004;1072;976;2048;1054;1;0;2;1;8;2;552;2007;"Normal";301000
1853;"FV";8413;NA;"Somerst";8;1998;1998;1220;1142;2362;1220;1;0;2;1;8;2;1105;2007;"Normal";312500
1854;"RL";9466;NA;"Veenker";8;1994;1995;1494;0;1494;1494;1;0;1;1;5;2;478;2007;"Normal";279700
1855;"RL";12000;NA;"Veenker";7;1980;1980;2362;0;2362;2002;1;0;2;1;8;2;546;2007;"Normal";255000
1856;"RL";16157;NA;"Veenker";5;1978;1978;1432;0;1432;1360;1;0;1;1;5;2;588;2007;"Normal";194000
1857;"RL";10768;NA;"Veenker";5;1976;2004;1437;0;1437;1437;1;0;2;0;6;2;528;2007;"Normal";218000
1858;"RL";3840;NA;"Greens";8;1978;1998;1295;0;1295;1057;1;0;1;0;4;2;571;2007;"Normal";213750
1859;"RL";9600;NA;"Veenker";6;1976;1994;1094;761;1855;528;0;0;2;1;7;2;512;2007;"Normal";187000
1860;"RL";9600;NA;"Veenker";6;1976;1976;1262;0;1262;1262;0;1;2;0;6;2;460;2007;"Normal";181500
1861;"RL";17778;NA;"Veenker";8;1981;1981;2497;0;2497;2461;1;0;2;0;7;2;676;2007;"Normal";373000
1862;"RL";18890;NA;"Sawyer";5;1977;1977;1361;1259;2620;1361;0;0;2;2;12;2;600;2007;"Normal";190000
1863;"FV";7050;NA;"Somerst";7;2001;2001;1057;872;1929;1057;1;0;2;1;7;2;650;2007;"Normal";226000
1864;"RL";11700;NA;"NWAmes";6;1968;1968;1152;0;1152;912;1;0;1;1;7;2;412;2007;"Normal";143450
1865;"RL";8000;NA;"NWAmes";6;1970;1970;1403;1008;2411;1008;1;0;2;1;8;2;570;2007;"Normal";240050
1866;"RL";8723;NA;"NWAmes";6;1969;1969;1082;0;1082;973;1;0;1;0;6;2;480;2007;"Normal";162500
1867;"RL";11700;NA;"NWAmes";6;1968;1968;1295;0;1295;1295;1;0;1;1;6;2;528;2007;"Normal";164000
1868;"RL";11358;NA;"NWAmes";7;1972;1987;1610;0;1610;1124;0;0;2;0;8;2;515;2007;"Normal";185000
1869;"RL";9547;NA;"NWAmes";7;1993;1993;1594;0;1594;1594;0;0;2;0;6;2;472;2007;"Normal";188500
1870;"RL";10530;NA;"NWAmes";7;1993;1993;1091;984;2075;1148;1;0;2;1;8;2;473;2007;"Normal";255000
1871;"RL";11500;NA;"NWAmes";5;1976;1976;1680;0;1680;1680;0;0;2;0;8;2;528;2007;"Normal";136905
1872;"RL";10738;NA;"NWAmes";6;1966;1966;1093;0;1093;1093;1;0;2;0;6;2;484;2007;"Normal";158500
1873;"RL";9600;NA;"NWAmes";7;1973;1973;1242;0;1242;1242;0;0;1;1;6;2;528;2007;"Normal";175500
1874;"RL";10800;NA;"NWAmes";6;1963;1963;1052;0;1052;1052;1;0;1;0;6;1;311;2007;"Normal";127000
1875;"RL";8050;NA;"NAmes";5;1967;1993;1107;0;1107;949;1;0;1;0;5;1;308;2007;"Normal";127000
1876;"RL";10355;NA;"NAmes";5;1967;1967;1214;0;1214;1214;0;0;2;0;5;1;318;2007;"Normal";143000
1877;"RL";10289;NA;"NAmes";5;1965;1965;1073;0;1073;1073;1;0;1;1;6;2;515;2007;"Normal";156000
1878;"RL";9503;NA;"NAmes";5;1958;1983;1344;0;1344;1024;1;0;1;0;6;1;484;2007;"Normal";144000
1879;"RL";10624;NA;"NAmes";5;1964;1964;1728;0;1728;1728;0;1;2;0;10;1;352;2007;"Normal";119000
1880;"RL";10899;NA;"NAmes";4;1964;1964;1224;0;1224;0;0;0;2;0;8;3;530;2007;"Normal";103000
1881;"RL";12342;NA;"NAmes";5;1960;1978;1422;0;1422;978;0;0;1;0;6;1;286;2007;"Normal";139900
1882;"RL";12772;NA;"NAmes";6;1960;1998;958;0;958;958;0;0;1;0;5;1;301;2007;"Normal";151500
1883;"RL";8892;NA;"NAmes";5;1960;1960;1065;0;1065;1065;0;0;1;1;6;2;461;2007;"Normal";126500
1884;"RL";10482;NA;"NAmes";6;1958;1958;1138;0;1138;588;0;1;1;0;6;1;264;2007;"Normal";145000
1885;"RL";7535;NA;"NAmes";5;1958;1985;912;0;912;912;0;1;1;0;5;1;297;2007;"Normal";120000
1886;"RL";7450;NA;"NAmes";5;1956;1956;1074;0;1074;894;0;0;1;0;6;2;396;2007;"Normal";124000
1887;"RL";8339;NA;"NAmes";5;1959;1959;882;0;882;0;0;0;1;0;5;1;294;2007;"Normal";106500
1888;"RL";14357;NA;"NAmes";5;1961;1961;1187;0;1187;864;1;0;1;0;6;2;440;2007;"Normal";140500
1889;"RL";8243;NA;"NAmes";5;1961;1961;964;0;964;964;0;0;1;0;5;2;784;2007;"Normal";137500
1890;"RL";8680;NA;"NAmes";5;1960;1960;894;0;894;894;0;0;1;0;5;1;312;2007;"Normal";117600
1891;"RL";8800;NA;"NAmes";7;1966;1966;1200;0;1200;1174;0;1;2;0;6;2;440;2007;"Normal";163500
1892;"RL";9200;NA;"NAmes";6;1965;1965;1042;0;1042;1042;0;0;2;0;5;2;440;2007;"Normal";161000
1893;"RL";9350;NA;"NAmes";6;1964;1991;1302;0;1302;1302;0;1;2;0;7;1;309;2007;"Normal";158000
1894;"RL";8800;NA;"NAmes";6;1964;1997;845;1309;2154;845;0;0;2;1;8;2;539;2007;"Normal";224500
1895;"RL";11382;NA;"NAmes";6;1964;1964;1374;0;1374;1130;0;1;1;0;7;1;286;2007;"Normal";147000
1896;"RL";22002;NA;"NAmes";6;1959;1991;1652;0;1652;1592;1;0;1;1;6;2;510;2007;"Normal";200000
1897;"RL";14585;NA;"NAmes";6;1960;1987;1429;0;1429;1144;0;1;1;0;7;2;572;2007;"Normal";181900
1898;"RL";7388;NA;"NAmes";5;1959;2002;1327;0;1327;1063;1;0;1;0;7;2;624;2007;"Normal";150750
1899;"RL";9842;NA;"NAmes";4;1962;1962;1224;0;1224;0;0;0;2;0;6;2;462;2007;"Normal";101800
1900;"RL";8280;NA;"NAmes";6;1950;1950;932;0;932;932;0;0;1;0;4;1;306;2007;"Normal";124000
1901;"RL";12172;NA;"NAmes";5;1940;1996;908;0;908;822;0;0;1;0;4;2;512;2007;"Normal";138500
1902;"RL";5000;NA;"BrkSide";1;1946;1950;334;0;334;0;0;0;1;0;2;0;0;2007;"Normal";39300
1903;"RL";5000;NA;"BrkSide";3;1946;1950;666;0;666;666;0;1;1;0;4;0;0;2007;"Normal";64500
1904;"RL";3500;NA;"BrkSide";3;1945;1950;442;228;670;370;1;0;1;0;4;0;0;2007;"Normal";64000
1905;"RL";5175;NA;"BrkSide";5;1958;2000;808;0;808;808;0;0;1;0;5;1;308;2007;"Normal";112000
1906;"RL";9500;NA;"NAmes";6;1964;1978;1127;850;1977;816;0;1;1;1;9;2;540;2007;"Normal";165000
1907;"RL";9600;NA;"NAmes";5;1955;1955;1150;0;1150;1078;1;0;1;0;6;1;288;2007;"Normal";144000
1908;"RL";11345;NA;"NAmes";5;1948;1950;928;992;1920;928;0;0;2;0;10;2;400;2007;"Normal";137000
1909;"RL";9492;NA;"NAmes";5;1941;1950;968;408;1376;768;1;0;1;0;6;1;240;2007;"Normal";105000
1910;"RL";9480;NA;"NAmes";5;1942;1995;888;756;1644;728;0;0;1;1;7;1;312;2007;"Normal";146500
1911;"RL";8668;NA;"NAmes";5;1968;1968;1560;0;1560;1560;0;0;2;0;8;3;792;2007;"Normal";126000
1912;"RL";10050;NA;"NAmes";5;1966;1966;1280;0;1280;793;0;1;2;0;6;2;432;2007;"Normal";175000
1913;"RL";9600;NA;"NAmes";6;1961;1961;1254;0;1254;1218;1;0;1;0;6;2;525;2007;"Normal";158500
1914;"RL";10150;NA;"NAmes";5;1958;1958;912;0;912;912;0;0;1;0;5;1;275;2007;"Normal";114500
1915;"RL";11344;NA;"NAmes";5;1958;1958;874;650;1524;874;0;0;1;1;7;1;315;2007;"Normal";144000
1916;"RL";18450;NA;"NAmes";6;1965;1979;1465;915;2380;1021;0;0;2;1;7;2;596;2007;"Abnorml";129000
1917;"RL";8760;NA;"NAmes";6;1957;1999;936;0;936;936;1;0;1;0;4;1;315;2007;"Normal";141000
1918;"RL";6860;NA;"NAmes";5;1956;1956;1008;0;1008;1008;1;0;1;0;6;1;308;2007;"Normal";131000
1919;"RL";8250;NA;"NAmes";5;1963;1963;1053;0;1053;1053;1;0;1;0;6;2;692;2007;"Normal";142100
1920;"RL";8176;NA;"NAmes";5;1958;1992;1056;0;1056;1056;1;0;1;0;6;1;308;2007;"Normal";139000
1921;"RL";9750;NA;"NAmes";6;1958;1958;1442;0;1442;1442;0;0;1;1;7;1;301;2007;"Normal";157900
1922;"RL";9250;NA;"NAmes";5;1954;2005;1056;0;1056;1056;0;1;1;0;6;1;260;2007;"Normal";139400
1923;"RL";11988;NA;"NAmes";6;1957;1957;1244;0;1244;1244;0;0;1;1;6;1;336;2007;"Normal";150000
1924;"RL";9100;NA;"NAmes";5;1960;1960;1144;0;1144;1144;0;0;1;0;6;1;336;2007;"Normal";120000
1925;"RL";9736;NA;"NAmes";6;1957;1969;1721;0;1721;1331;0;0;1;0;8;2;464;2007;"Normal";174850
1926;"RL";9770;NA;"NAmes";5;1957;1957;922;0;922;922;1;0;1;0;5;1;308;2007;"Normal";116000
1927;"RL";10152;NA;"NAmes";5;1956;1956;1048;0;1048;1048;1;0;1;0;6;1;286;2007;"Normal";135000
1928;"RL";12155;NA;"NAmes";6;1970;1970;1657;0;1657;1657;0;1;2;0;7;2;484;2007;"Normal";163500
1929;"RL";12198;NA;"NAmes";5;1955;1975;1411;0;1411;1204;0;0;1;0;7;1;310;2007;"Normal";130000
1930;"RL";10050;NA;"NAmes";5;1955;1955;1216;0;1216;1216;1;0;1;0;5;1;336;2007;"Normal";129500
1931;"RL";11556;NA;"NAmes";5;1953;2006;1154;0;1154;864;0;0;1;1;6;1;336;2007;"Normal";142000
1932;"RL";8078;NA;"NAmes";5;1958;1958;1560;0;1560;1560;0;0;2;0;8;2;484;2007;"Normal";128600
1933;"RL";10950;NA;"NAmes";6;1952;1952;948;0;948;948;0;0;1;0;5;2;410;2007;"Normal";125000
1934;"RL";7942;NA;"NAmes";6;1953;1953;1040;0;1040;1040;0;1;1;0;6;1;293;2007;"Normal";136000
1935;"RL";8923;NA;"NAmes";5;1953;2006;1008;0;1008;1008;1;0;1;0;6;1;240;2007;"Normal";134500
1936;"RL";8540;NA;"NAmes";5;1956;2003;925;0;925;925;1;0;1;0;5;1;252;2007;"Normal";127000
1937;"RL";7134;NA;"NAmes";5;1955;1955;1360;0;1360;384;0;0;1;0;6;2;572;2007;"Normal";130000
1938;"RL";7150;NA;"NAmes";4;1955;1955;1040;500;1540;1190;1;0;1;0;7;1;352;2007;"Normal";115000
1939;"RL";8400;NA;"NAmes";5;1955;1955;925;0;925;923;1;0;1;0;5;1;390;2007;"Normal";116900
1940;"RL";13300;NA;"NAmes";5;1956;2000;928;0;928;928;0;0;1;0;4;1;252;2007;"Normal";132000
1941;"RL";9532;NA;"NAmes";4;1953;1953;1647;0;1647;1105;1;0;1;0;6;1;280;2007;"Normal";153000
1942;"RL";15783;NA;"OldTown";5;1952;1952;924;0;924;924;0;0;1;0;6;1;420;2007;"Normal";112500
1943;"RL";14190;NA;"OldTown";4;1890;2006;1000;544;1544;925;0;0;2;0;7;0;0;2007;"Normal";138000
1944;"RL";9600;NA;"NAmes";5;1949;2003;893;0;893;845;0;1;1;0;4;2;576;2007;"Normal";135000
1945;"RL";12099;NA;"NAmes";5;1953;2004;1216;0;1728;1216;1;0;1;0;7;1;371;2007;"Normal";156000
1946;"RL";21281;NA;"NAmes";5;1935;2007;1308;1778;3086;666;0;0;3;1;9;3;1200;2007;"Family";301600
1947;"RL";10134;NA;"OldTown";5;1940;1950;735;299;1034;735;0;0;1;0;5;1;240;2007;"Normal";109000
1948;"RL";5500;NA;"OldTown";4;1956;1956;882;0;882;882;0;0;1;0;4;0;0;2007;"Normal";103200
1949;"RL";10284;NA;"OldTown";4;1925;1993;845;436;1281;1151;1;0;2;0;6;2;580;2007;"Abnorml";128500
1950;"RL";10800;"Grvl";"OldTown";4;1927;2007;968;0;968;656;0;0;2;0;5;1;216;2007;"Normal";64500
1951;"RL";10800;"Grvl";"OldTown";5;1895;1999;751;783;1534;736;0;0;1;1;6;0;0;2007;"Normal";148000
1952;"RL";5400;NA;"OldTown";5;1920;1950;691;0;691;691;0;0;1;0;4;1;216;2007;"Abnorml";86000
1953;"RL";10090;NA;"NAmes";7;1963;1999;1035;616;1651;725;0;1;2;0;6;1;276;2007;"Normal";172000
1954;"RL";8700;NA;"NAmes";5;1961;1961;888;0;888;920;0;1;1;0;5;1;240;2007;"Abnorml";120000
1955;"RL";8300;NA;"NAmes";6;1968;1968;952;0;952;952;1;0;1;0;5;1;288;2007;"Normal";128500
1956;"RL";11606;NA;"NAmes";5;1969;1969;1040;1040;2080;1040;0;1;1;2;9;2;504;2007;"Family";135000
1957;"RL";8064;NA;"NAmes";5;1949;2006;672;252;924;672;0;0;1;0;6;2;576;2007;"Normal";122900
1958;"RL";11664;NA;"NAmes";6;1948;1950;1082;0;1082;1082;0;0;1;0;5;1;240;2007;"Normal";119200
1959;"RL";10496;NA;"NAmes";6;1949;1950;1168;678;1846;1040;0;0;2;0;7;1;315;2007;"Normal";143000
1960;"RL";7200;NA;"NAmes";5;1950;1950;988;0;988;876;0;0;1;0;6;1;276;2007;"Normal";119000
1961;"RL";7200;NA;"NAmes";5;1950;1950;1238;0;1238;864;0;0;1;1;6;1;357;2007;"Normal";102000
1962;"RL";7200;NA;"NAmes";5;1950;2002;864;0;864;864;1;0;1;0;5;2;720;2007;"Normal";129000
1963;"RL";7000;NA;"NAmes";5;1960;2002;1134;0;1134;1010;0;0;1;0;6;1;254;2007;"Family";135000
1964;"RL";7500;NA;"NAmes";5;1959;2003;1040;0;1040;1040;1;0;1;0;6;1;286;2007;"Normal";152000
1965;"RL";7315;NA;"NAmes";5;1958;1958;1170;0;1170;1170;0;1;1;0;6;1;338;2007;"Normal";140000
1966;"RL";7903;NA;"NAmes";5;1960;1960;1242;0;1242;1242;1;0;1;1;6;1;324;2007;"Family";152000
1967;"RL";8000;NA;"NAmes";5;1960;1960;1377;0;1377;1377;1;0;1;0;6;1;351;2007;"Normal";156500
1968;"RL";8000;NA;"NAmes";5;1961;1961;1800;0;1800;1800;0;0;2;0;10;0;0;2007;"Normal";141000
1969;"RL";7000;NA;"NAmes";5;1961;1961;925;0;925;0;0;0;1;0;7;1;300;2007;"Normal";99000
1970;"RL";9760;NA;"NAmes";6;1964;1993;1020;831;1851;822;0;0;2;1;7;2;440;2007;"Normal";187000
1971;"RL";7590;NA;"NAmes";5;1962;1962;876;936;1812;864;0;0;2;0;8;1;264;2007;"Normal";169500
1972;"RL";6600;NA;"NAmes";5;1962;1962;864;0;864;864;0;0;1;0;5;1;294;2007;"Normal";125500
1973;"RL";6760;NA;"NAmes";5;1962;1962;936;0;936;896;1;0;1;0;6;1;288;2007;"Normal";130000
1974;"RM";6978;NA;"OldTown";5;1926;1980;960;0;960;850;0;0;1;0;5;2;576;2007;"Normal";103000
1975;"RM";9600;"Grvl";"OldTown";5;1910;2002;768;664;1432;264;0;0;2;0;7;2;360;2007;"Abnorml";132000
1976;"RM";6000;"Grvl";"OldTown";6;1927;1950;866;430;1296;845;0;0;1;0;6;2;576;2007;"Normal";127500
1977;"RM";4480;NA;"OldTown";5;1922;1950;1022;0;1022;1022;1;0;1;0;4;1;184;2007;"Normal";89500
1978;"RM";7200;"Grvl";"OldTown";5;1980;1980;936;0;936;936;1;0;1;0;4;2;672;2007;"Normal";140000
1979;"RM";3153;"Grvl";"OldTown";5;1920;1990;967;0;967;967;0;0;1;0;5;1;180;2007;"Normal";99900
1980;"RM";10800;"Grvl";"OldTown";4;1885;1995;1047;0;1047;641;0;0;1;0;6;1;273;2007;"Normal";100000
